No.,Company_ID,Proposal_ID,Urusetia ID,Panel ID,need_statement,storyline,theme,concept,originality,structure,storytelling,objective,props,impact,value_added,comment,Timestamp
10,,1445,,940,Ya,8,8,8,8,8,8,8,8,8,6,Bakal Bini Mai Beraya berlatar belakangkan kawasan kampung di Utara. Budaya orang kampung di Kedah. Watak perwatakan jelas & penceritaan jelas untuk di terjemahkan dalam 13x30 minit drama ini. Ada elemen nilai murni akan di terapkan di samping komedi romantik yang santai. ,07/07/2022 10:21:21
11,,1445,,1022,Ya,8,8,8,8,8,8,8,8,8,8,"kisah cinta masyarakat , menampilkan budaya/ loghat utara (kedah).
Drama Siri yang sesuai ditonton seisi keluarga ..drama bersahaja untk siaran Aidiladha namun masih diterapkan nilai pengorbanan, tolak ansur dan hormat-menghormati. Sesuai untuk siaran mood Aidiladha . ",07/07/2022 10:21:50
12,,1445,,955,Ya,4,3,5,3,4,3,3,5,5,5,"DRAMA KONFLIK ""MAHU KAHWIN"" DAN ""KENEN"" UNTUK KAHWIN UNTUK SLOT AIDILADHA INI TIADA NARATIF DAN PENCERITAAN YANG JELAS. WATAK UTAMA PENGEMBALA LEMBU JUGA TIDAK DAPAT DIKEMBANGKAN DENGAN BAIK. SELAIN SUB-PLOT YANG KLISE SUPAYA NILAI PENGORBANAN DAPAT DITONJOL DALAM 13 EPISOD. NAMUN TEMA KEDAH DAN DIALEK KEDAH ADALAH BAIK",07/07/2022 10:22:28
13,,1438,,940,Ya,5,5,5,5,5,5,5,5,5,5,Cliche dan tiada sub plot yang kuat untuk mengangkat drama ini ,07/07/2022 10:33:50
14,,1438,,1022,Ya,8,8,8,8,8,8,8,8,8,8,"Drama bersiri menarik untuk tontonan seisi keluarga.. kisah kasih antara manusia dan haiwan peliharaan .. kisah yang memberi pengajaran tentang kekeluargaan, kepercayaan dan kerjasama dan kesepakatan .. ",07/07/2022 10:36:52
15,,1438,,955,Ya,9,10,9,10,9,10,9,8,8,8,"NARATIF DAN PENCERITAAN YANG SANGAI BAIK, HUBUNGAN KASIH SAYANG DAN TANGGUNGJAWAB ANTARA MANUSIA DAN HAIWAN. OBKEKTIF DAN PREMIS YANG JELAS DALAM KATEGORI DRAMA BERSIRI AIDILADHA.",07/07/2022 10:36:56
16,,1057,,955,Ya,8,8,8,6,6,8,8,8,8,8,"KONSEP DAN PREMIS YANG BAIK DENGAN ELEMEN KELUARGA MALAYSIA DAN TANGGUNGGJAWAB SOSIAL. WALAUPUN AGAK KLISE MENGENAI KONFLIK CROSS-CULTURE ANTARA BANDAR DAN LUAR BANDAR, NAMUN PENCERITAAN DRAMA INI MAMPU UNTUK SUSTAIN 13 EPISOD DRAMA BERSIRI.",07/07/2022 10:53:46
17,,1057,,1022,Ya,8,8,8,8,8,8,8,8,9,8,"Drama siri yang menarik , menerapkan nilai kekeluargaan dan kasih sayang atuk/nenek dengan cucu -cucu mereka. Menggabungkan nilai-nilai Keluarga Malaysia - ada watak orang Sarawak , Cina mualaf.. Sesuai untuk tontonan seisi keluarga .. pemilihan individu yang membawa watak cucu penting kerana mereka adalah watak utama dan daya penarik utama penonton.  ",07/07/2022 10:54:33
18,,1057,,940,Ya,8,8,8,8,8,8,8,8,8,8,Struktur penceritaan dan watak perwatakan yang jelas. Plot dan sub plot yang menarik penuh dengan nilai murni. Sesuai untuk tayangan dan dapat menarik minat penontonan,07/07/2022 10:54:35
19,,5,,955,Ya,9,9,10,10,9,10,9,9,10,9,"PREMIS DAN PENERITAAN YANG BAIK DENGAN KONSEP '""ADVENTURE"" YANG SESUAI UNTUK TAYANGAN WAKTU CUTI SEKOLAH. SELAIN ITU BANYAK EPISOD YANG DICADANG MENJURUS KEPADA KEAZAMAN UNTUK MENCAPAI CITA-CITA DAN IMPIAN UNTUK DISAMPING MENJALANKAN TANGGUNGJAWAB UNTUK MENYELESAIKAN BANYAK CABARAN YANG DIBERI. ",07/07/2022 11:07:40
20,,5,,940,Ya,6,6,6,6,6,6,6,6,8,6,Jalan cerita yang terlalu mendatar. Tiada konflik yang kuat. Watak perwatakan juga tidak di jelaskan dengan baik. Ada watak yang di wujudkan namun tidak di jelaskan peranannya dalam penceritaan ini. ,07/07/2022 11:07:47
21,,5,,1022,Ya,8,8,8,8,8,8,8,8,8,8,"Drama cuti sekolah yang sesuai utk ditonton kanak-kanak. Ada mempamerkan nilai pengajaran seperti menghormati ibu, orang tua dan kejayaan hanya dapat dicapai jika berusaha . Namun, jika pihak production dapat menerapkan penggunaan teknologi yang tinggi dalam editing , seperti permainan games, akan memperlihatkan kehebatan drama ini. ",07/07/2022 11:07:51
22,,103,,940,Ya,8,8,8,8,8,8,8,8,8,8,"Treatment yang jelas. jalan cerita yang santai dan sesuai dengan tema cuti sekolah. Elemen pendidikan dan nilai murni di selitkan dalam drama ini. Watak dan Perwatakan juga jelas. Selain daripada menghiburkan, elemen nasihat dan elemen DIY & sedikit INFOGRAFIK akan di selitkan dalam drama ini,",07/07/2022 11:24:36
23,,103,,955,Ya,8,7,7,7,8,7,7,7,7,6,"KISAH DRAMA DETEKTIF KOMEDI UNTUK MENYELESAIKAN MASALAH-MASALAH YANG BERLAKU DALAM PERSPECKTIF ""HANDS-ON"" DAN SAINS. PREMIS YANG SESUAI UNTUK DRAMA BERSIRI CUTI SEKOLAH YANG MEMPUNYAI PENCERITAAN YANG BANYAK UNTUK DITEROKAI. NAMUN TEMA DETEKTIF AGAK KLISE DENGAN DRAMA KANAK-KANAK YANG LAIN YANG TELAH BANYAK BERADA DI DALAM PASARAN.",07/07/2022 11:25:30
24,,103,,1022,Ya,9,8,8,9,8,8,8,8,8,8,"Drama yang menarik - idea kreatif -menonjolkan watak kanak-kanak sebagai adiwira 
(terlibat dalam dunia penyiasatan) -- setiap episod ditampilkan satu ke.  selain untuk tontonan, penonton mempelajari dan bahan dalam  ilmu pendidikan seperti subjek sains, matematik, kemahiran hidup dan idea DIY. ",07/07/2022 11:25:49
25,,451,,955,Ya,8,8,8,6,6,6,8,8,8,8,PREMIS ROBOT DAN KEKELUARGAAN YANG MENARIK DENGAN BEBERAPA MISI YANG CUBA DISELESAIKAN PADA SETIAP EPISOD. NAMUN BEBERAPA ASPEK SEPERTI DURABILTY ROBOT HARUS DITEKANKAN SUPAYA VISUAL DALAM DRAMA TIDAK NAMPAK LEKEH DAN TIDAK MENCAPAI STANDARD TERTENTU. ELEMEN CGI JUGA PERLU MEMAINKAN PERANAN PENTING DALAM DRAMA INI.,07/07/2022 11:47:59
26,,451,,1022,Ya,7,7,7,8,7,7,7,7,6,7,Drama ini tidak mengfokuskan kepada target audien sebenar iaitu kanak-kanak tetapi lebih kepada robot dan teknologi . ,07/07/2022 11:48:13
27,,451,,940,Ya,6,6,6,6,6,6,6,6,6,7,"ASHRAF 2.0 mengisahkan tentang robot yang banyak membantu dalam kehidupan Asraf seharian. Elemen robotik jelas dalam drama ini. Penceritaan jelas, watak perwatakan jelas. Sesuai untuk tontonan. Ada di selitkan elemen nilai murni dalam perwatakan. ",07/07/2022 11:50:19
28,,480,,1022,Ya,8,8,8,8,9,9,8,8,8,8,"Idea dan Jalan cerita yang kreatif dan menarik, sesuai untuk penonton kanak-kanak. plot cerita menarik yang memaparkan kejayaan kumpulan kanak-kanak ini menyelesaikan masalah . ",07/07/2022 12:07:25
29,,480,,940,Ya,6,6,6,6,6,6,6,6,6,6,Jalan cerita yang mendatar dan tidak fokus. Didapati penceritaan lebih berkisar kepada penyiasatan dan DETEKTIF. Watak dan perwatakan serta latar tidak dapat di terangkan dengan jelas. Sub plot juga tidak kuat untuk sustain 20 episod x 30 Minit. Keseluruahnnya tidak menarik,07/07/2022 12:08:05
30,,480,,955,Ya,7,7,7,6,6,6,6,6,8,7,"PREMIS KUMPULAN PARANORMAL KANAK-KANAK YANG MENYELESAIKAN MASALAH PARANORMAL DI SEBUAH KAMPUNG. KONSEP SERAM DAN AKSI TIDAK SESUAI DENGAN KATEGORI DRAMA CUTI SEKOLAH, NAMUN JALAN CERITA PERLU FOKUS PADA KONSEP DAN TEMA SANTAI DAN MENYERONOKKAN.",07/07/2022 12:09:12
31,,212,,1022,Ya,5,5,5,5,5,5,5,5,5,5,jalan cerita agak berat untuk tontonan kanak-kanak apabila ia memainkan isu dua agama .Menimbulkan kekeliruan kpd penonton. ,07/07/2022 12:25:04
32,,212,,940,Ya,5,5,5,5,5,5,5,5,5,5,"Tidak sesuai untuk cuti sekolah. Agak berat, di mana konflik melibatkan anak anak yang tertukar ketika di lahirkan. Mereka membesar dalam keluarga dan persekitaran sosial dan agama yang amat berbeza",07/07/2022 12:25:49
33,,212,,955,Ya,5,6,6,5,6,6,5,5,5,5,"PREMIS YANG BAGUS MENGENAI PENGORBANAN DAN KASIH SAYANG, TETAPI BANYAK ISU SENSITIF MENGENAI KONFLIK AGAMA YANG DITONJOLKAN. PROGRAM CUTI SEKOLAH HARUS CERIA DAN SANTAI TIDAK KE ARAH ISU-ISU BERAT DAN KRITIKAL",07/07/2022 12:25:51
34,,110,,940,Ya,6,6,7,6,6,6,6,5,6,6,Tidak mempunyai struktur cerita yang menarik untuk sustain 20 episod. Latar dan juga watak yang cuba di ketengahkan juga tidak jelas. Tidak menarik,07/07/2022 12:46:32
35,,110,,1022,Ya,7,7,7,7,7,7,7,7,7,7,"Perlu olahan dalam jalan cerita bagi ia lebih dekat dengan  penonton ...elemen tempatan, kaitan hal-hal/isu yang berlaku . ( isu eartquake jarang berlaku di Malaysia.  ",07/07/2022 12:47:02
36,,110,,955,Ya,8,8,8,7,7,8,6,7,7,7,"TEMA AKSI DAN DETEKTIF DRAMA INI SANGAT MENARIK, TAMPIL DENGAN KONSEP KEBERSAMAAN DALAM TEMA KELUARGA MALAYSIA. APABILA AKAN BERLAKU SATU MALAPETAKA, KUMPULAN DETEKTIF KANAK-KANAK INI AKAN CUBA MENGGAGALKAN USAHA TERSEBUT DENGAN BEBERAPA STRATEGI. PREMIS YANG BAGUS TETAPI PERLU CERIA DENGAN PELBAGAI PROPS DAN ANIMASI UNTUK TONTONAN KANAK-KANAK",07/07/2022 12:47:15
37,,637,,1022,Ya,7,7,7,7,7,7,7,7,7,7,elemen santai agak kurang apabila ia memasukkan elemen gangterism dan buli walaupun dihujung cerita ada pengajaran dalam cerita ini . ,07/07/2022 12:59:56
38,,637,,940,Ya,6,7,7,7,7,7,7,8,6,6,Treatment & struktur cerita yang mendatar. cliche dan tidak menarik. Syarikat cuma sekadar Highlightkan pelakon Dato Awie semata sebagai USP cerita ini,07/07/2022 13:00:17
39,,637,,955,Ya,8,7,6,6,6,6,6,8,7,6,"PRODUKSI DRAMA KITA GENG MENJANJIKAN DATO' AWIE SEBAGAI PELAKON, NAMUN JALAN CERITANYA KLISE DENGAN KAREKTOR YANG DI BAWA OLEH DATO' AWIE IAITU SEBAGAI GENGSTER. NARATIF TERTUKAR TUBUH PERLU DIBERI PREMIS BAHARU SUPAYA LEBIH SANTAI DAN CERIA.",07/07/2022 13:01:44
40,,967,,1022,Ya,8,8,8,8,8,8,8,8,8,8,"Cerita yang sesuai dengan target audience.. ada diterapkan genre penyiasatan, suspen, kasih sayang. ",07/07/2022 13:13:38
41,,967,,940,Ya,6,6,6,6,6,6,6,6,6,6,Cerita yang biasa dan tidak menarik,07/07/2022 13:14:17
42,,967,,955,Ya,5,5,5,5,5,4,5,4,4,5,PREMIS MISI HARTA KARUN YANG TIDAK JELAS MENGENAI OBJEKTIF YANG HENDAK DICERITAKAN DI DALAM DRAMA INI. ,07/07/2022 13:14:38
43,,1043,,1020,Ya,9,9,9,9,9,9,9,9,7,9,Idea yang menarik dan sesuai untuk tayangan kanak-kanak.,07/07/2022 09:25:36
44,,1043,,936,Ya,8,8,8,8,7,9,9,8,8,9,jalan cerita ok sesuai untuk kanak2 dan ada elemen hiburan/pengatahuan umum,07/07/2022 09:30:17
45,,1043,,1039,Ya,3,3,4,3,2,2,3,2,5,2,Kandungan penceritaan mendatar tanpa penekanan continuity episod yang dinamik. Idea tidak mendukung keperluan tuntutan siri.,07/07/2022 09:30:51
46,,1299,,1020,Ya,9,9,9,9,9,9,9,9,9,9,Idea menarik. Perlukan perkembangan cerita untuk another 7 episodes.,07/07/2022 09:46:04
47,,1299,,1039,Ya,4,4,4,3,3,3,3,2,3,2,"Syarikat tidak menepati garis panduan dan need statement saluran, idea yang diangkat hanya 13 episod. Prihal ini tidak akan dipertimbangankan.",07/07/2022 09:47:09
48,,1299,,936,Ya,8,8,8,8,9,9,8,8,8,8,Perlu elak elemen tahyul utk paparan kanak & jalan cerita di lihat biasa sahaja.,07/07/2022 09:47:39
49,,1436,,1020,Ya,7,7,4,5,5,5,5,5,8,5,Idea menarik namun sesuai untuk telemovie dan bukan sambung siri. ,07/07/2022 10:03:56
50,,1436,,936,Ya,6,6,6,6,6,6,6,6,6,6,"Hadir pitching Penulis seorang sahaja. Jalan cerita keseluruhan tidak menarik dan pecahan episod tidak jelas ep. 1 - 20. Persembahan sesuai untuk telemovie. Perkembangan watak Daniel biasa sahaja, ""Daniel superhero dikalangan dalam kelas dia sahaja'. Lokasi terhad di sekolah & dalam kelas.",07/07/2022 10:04:42
51,,1436,,1039,Ya,4,5,4,4,3,2,3,2,2,3,"konflik tertumpu kepada persekitaran sekolah, perkembangan naratif tidak akan berkembang dengan baik berikutan garis panduan sedia ada sekolah tidak mampu mengikat jalinan konflik. Pemilihan naratif yang salah dalam perkembangan episod.",07/07/2022 10:07:30
52,,75,,1020,Ya,10,10,10,10,9,10,10,10,10,10,Sesuai untuk dijadikan produksi kerana cerita dan subjek yang menarik. ,07/07/2022 10:20:15
53,,75,,936,Ya,9,8,8,8,9,9,8,8,8,8,"Perlu kemaskan jalan cerita ep. 1 - 7 dan perlu pelbagaikan konflik tiap episod agar timbul semangat kemerdekaan, objektif/tema/mesej kpd penonton. ",07/07/2022 10:21:42
54,,75,,1039,Ya,4,4,4,4,3,3,4,2,2,4,"Signifikan tajuk JAWI tidak mewakil struktur naratif, treatment visual yang dibentang tidak selari dengan tuntutan naratif. Penulis membuai panel dengan hujahan sejarah tanpa memikirkan sinematik visual yang lebih jelas.",07/07/2022 10:22:11
55,,91,,1020,Ya,10,10,10,10,10,9,9,9,9,9,"Menarik, Adaptasi novel yang sesuai untuk remaja. Kisah Romantic Comedy. ",07/07/2022 10:31:47
56,,91,,936,Ya,9,9,9,9,9,9,9,9,9,9,"Jalan cerita tidak bergantung kpd plot tetapi dibawa oleh ""karektor driven"". Pelakon yang di cadangkan pembekal perlu di kekalkan. Garapan penceritaan ep. 1 - 30, perlu diperkemaskan dgn pembinaan konflik yg sesuai utk ulan ramadan. Pengarah perlu yang berpengalaman.",07/07/2022 10:35:57
57,,91,,1039,Ya,4,4,4,3,4,3,5,4,3,3,Rekaan produksi perlu memikirkan adaptasi novel mempunyai risiko yang lebih besar. Pendekatan inspirasi lebih bersesuaian. Idea yang menarik berdasarkan novel tetapi tidak segar dari konsep idea. ,07/07/2022 10:36:19
58,,367,,1020,Ya,10,9,10,10,10,10,9,9,9,9,Peceritaan dan idea yang unik. Lain dari kebiasaan bagi tema kemerdekaan. ,07/07/2022 10:48:05
59,,367,,936,Ya,7,6,6,6,6,6,5,5,5,5,"Jalan cerita di lihat tidak menarik dan tiada fakta ""wow"" penceritaan per- episod. Perlu semak peraturan JAKIM perubahan watak Joe menjadi orang Cina/India/Kadazan. Pertukaran watak Joe tidak jelas bagaimana karektor itu bertukar.",07/07/2022 10:50:03
60,,367,,1039,Ya,4,3,1,3,3,2,2,2,3,2,"Naratif tidak bersesuaian dengan medium TV, struktur plot tidak mendukung tuntutan patuh syariah dari sudut akidah. ",07/07/2022 10:50:05
61,,939,,1020,Ya,9,9,9,9,8,9,9,9,9,8,Tema Silat yang agak menarik. ,07/07/2022 11:06:29
62,,939,,936,Ya,8,8,8,9,9,8,8,8,8,8,Perlu seorang Pengarah yang pakar dalam arahan babak aksi dan pelakon yang betul utk menghidupkan keseluruhan cerita.,07/07/2022 11:07:22
63,,939,,1039,Ya,6,7,4,4,4,5,5,4,3,4,"Idea ini akan memberi tafsiran yang berbeza terhadap displin silat, namun perlu dilihat dari aspek pengarahan. Pengarah yang dicadangkan mempunyai pattern pengarahan yang mendatar, berikutan lambakan sentuhan yang sama.",07/07/2022 11:09:13
64,,346,,1020,Ya,10,9,10,10,9,10,10,9,9,9,Kisah Period Series yang menarik untuk diketengahkan. Tema sukan yang menyatukan masyarakat. ,07/07/2022 11:17:00
65,,346,,936,Ya,8,9,8,8,8,9,9,8,9,8,Pembikinan latar lokasi/props tahun 1992 perlu di teliti. Main plot sukan badminton sebagai menyatukan masyarakat pelbagai bangsa. Perlu tanamkan semangat keluarga Malaysia.,07/07/2022 11:20:45
66,,346,,1039,Ya,5,6,6,6,6,6,5,6,6,6,"Idea yang mengangkat jalinan muafakat kaum menerusi sukan, ketepatan rekaan produksi sangat mendukung naratif. Jika idea ini terpilih, sesi mesyuarat produksi perlu diselaraskan dengan tepat.",07/07/2022 11:22:44
67,,437,,936,Ya,10,10,9,9,10,10,9,9,9,9,Jalan cerita menarik dan perlu kekalkan pelakon asal drama KORBAN KASIH yang punya nilai komersial semasa. Kemampuan pembekal di lihat menyakinkan. Wujudkan watak2 baru agar cerita lebih menarik minat ramai. ,07/07/2022 11:45:14
68,,437,,1020,Ya,10,10,10,10,10,10,10,9,10,10,Kisah sambungan yang amat menarik dan sesuai untuk dikembangkan atas permintaan yg tinggi,07/07/2022 11:45:15
69,,437,,1039,Ya,5,5,6,5,5,5,6,7,7,6,Idea ini boleh diteruskan dengan sekuel yang lebih lengkap dari inspirasi novel Korban Kasih. Produksi perlu kekal dengan rekaan produksi yang sama.,07/07/2022 11:46:52
70,,132,,1039,Ya,4,5,4,4,4,5,3,4,4,4,"Konsep idea yang sama diangkat, tiada originality dalam perkembangan naskhah. Tidak disyorkan.",07/07/2022 12:01:51
71,,132,,936,Ya,9,8,8,8,9,8,8,8,8,8,Jalan cerita di lihat biasa sahaja tapi berdasarkan watak aina manjadi pencinta batik sebagai kekuatan cerita. Pelakon watak utama Aina yg dicadangkan perlu dikekalkan. ,07/07/2022 12:02:15
72,,132,,1020,Ya,9,9,9,9,9,9,9,9,9,9,Cerita yang mengangkat tema batik dan kehidupan luar bandar. Gadis kacukan peminat setia batik. ,07/07/2022 12:03:11
73,,162,,1039,Ya,4,3,3,4,4,4,5,2,2,3,"Neraca Nisa perlu kekal dalam bentuk novel, terjemahan teks ke visual menerusi medium lakon tv secara total tidak mampu memberi impak penceritaan yang dinamik. Idea yang diangkat sesuai untuk one off, namun tidak sesuai untuk slot 30x60'.",07/07/2022 12:12:42
74,,162,,936,Ya,8,8,8,8,8,8,8,8,8,8,Jalan cerita di lihat biasa dan perlu kemaskan ep. 1 - 30 dgn pembinaan konflik agar cerita lebih menarik. Cerita sesuai untuk telemovie.,07/07/2022 12:15:22
75,,162,,1020,Ya,9,9,9,8,9,9,9,8,9,9,Adaptasi Novel yang menarik untuk diketengahkan.. Isu main plot dan sub plot yang seiring dalam merungkai kes Fitnah,07/07/2022 12:15:23
76,,99,,1020,Ya,9,8,8,8,8,8,8,8,8,8,"Membawa adaptasi novel Kebaya biru, Cerita biasa kehidupan selepas pandemik, ",07/07/2022 12:26:46
77,,99,,1039,Ya,5,4,4,4,5,4,4,3,5,3,Adaptasi dari novel Kebaya Biru Samping Biru nukilan Hezzy Azra tidak dikembangkan dalam bentuk penceritaan yang mendukung struktur cerita. Perkembangan setiap episod tidak diperinci dengan jelas berkaitan struktur. Tidak di syorkan atas justifikasi nilaian adaptasi tanpa elemen lakon tv yang kukuh.,07/07/2022 12:29:39
78,,99,,936,Ya,6,5,6,6,6,5,5,6,5,5,Jalan cerita dan gaya persembahan di lihat biasa sahaja dan boleh di jangka perjalanan cerita yg mahu dipaparkan. Pecahan 30 episod tidak jelas.,07/07/2022 12:30:52
79,,525,,1020,Ya,9,9,8,9,8,8,8,8,8,8,"Sinopsis yang lengkap, Penggambaran di luar negara",07/07/2022 12:42:33
80,,525,,1039,Ya,5,4,5,5,3,4,5,3,4,3,"Idea adaptasi novel yang diangkat ini tidak sesuai untuk episodik, penekanan struktur tidak mewakili intipati adaptasi. Tidak disyorkan.",07/07/2022 12:43:15
81,,525,,936,Ya,7,7,7,7,7,7,7,7,7,6,Jalan cerita biasa dan tiada fakta wow yang kuat untuk menarik minat penonton. Tidak sesuai untuk persembahan 30 episod.,07/07/2022 12:43:20
82,,857,,1020,Ya,10,9,9,9,9,9,9,9,9,9,Kisah Drama yang penuh dengan konflik kekeluargaan,07/07/2022 12:52:33
83,,857,,936,Ya,5,5,5,5,5,4,5,4,5,5,Cerita yang membosankan dan persembahan yang tidak kemas dalam segala aspek.,07/07/2022 12:52:48
84,,857,,1039,Ya,4,5,5,4,5,4,4,3,3,4,"Konsep idea cinta tiga segi, namun tidak mempunyai kelainan dari perkembangan plot. Tidak disyorkan.",07/07/2022 12:53:16
85,,1232,,998,Ya,7,7,7,7,7,7,7,7,7,7,"Pada pandangan saya, dari segi tema terlalu biasa, yang kita selalu lihat ditayangkan di tv. Terdapat isu yang dikira sensitif berkaitan agama dan mualaf. Sekiranya salah approach boleh menimbulkan salah fahaman kepada masyarakat terutamanya dalam kalangan mualaf sendiri dan kaum/agama lain.",07/07/2022 09:28:54
86,,1232,,973,Ya,8,8,8,8,7,7,8,8,8,6,Idea cerita ini biasa namun kelainan karakter serta susunan plot utama dan sub plot juga konflik boleh memberi dinamik cerita ini.,07/07/2022 09:29:54
87,,1232,,997,Ya,8,9,9,9,9,9,9,9,9,8,Storyline dan treatment ssuai untuk tontonan. Penerapan nilai-nilai islam perlu ditangani sebaik mungkin agar tidak ada isu kemudian,07/07/2022 09:32:57
88,,1289,,973,Ya,5,6,5,6,6,5,5,5,5,5,"Idea dan penceritaan ini sangat biasa, tiada kelainan dan cerita ini tiada konflik yang kuat. Ini akan menyebabkan pacing cerita ini perlahan dan mendatar.",07/07/2022 09:51:37
89,,1289,,998,Ya,6,5,6,6,5,5,6,6,6,6,Tajuk dan tema menarik tetapi tiada perkembangan dari segi isu dan sub plot. Agar mendatar.,07/07/2022 09:53:28
90,,1289,,997,Ya,7,8,7,7,7,6,7,7,6,6,Subject matters (Story premise) menarik tetapi keseluruhan storyline agak mendatar dan tiada elemen dramatik,07/07/2022 09:53:50
91,,1292,,973,Ya,8,9,8,9,9,8,8,8,9,8,"Idea, konsep dan penceritaan yang diketengahkan secara baik serta jelas. Ada mesej-mesej yang baik dan nilai-nilai murni yang cuba dipaparkan.",07/07/2022 10:09:26
92,,1292,,998,Ya,8,8,8,8,8,8,8,7,8,8,"Pada pandangan saya, drama bersiri ini agak ""misteri,"" mempunyai elemen tanda tanya dan boleh mengundang persoalan dan rasa ingin tahu kepada penonton.",07/07/2022 10:09:30
93,,1292,,997,Ya,9,9,9,10,9,9,9,9,10,8,Storyline (premise) berbentul subtle dan sarat dengan mesej tentang Falsafah Pendidikan Keluarga. Bergantung kepada art directian dan perlukan pengarah yang betul yang memahami konsep pendidikan anak-anak .,07/07/2022 10:10:52
94,,1307,,973,Ya,7,7,7,7,7,7,7,6,7,6,"Idea dan penceritaan yang sangat klise, namun karakter yang ditonjolkan agak kuat, tetapi konflik cerita ini tidak cukup untuk mengekalkan momentum sehingga 30 episod.",07/07/2022 10:42:13
95,,1307,,998,Ya,8,8,7,7,7,8,8,7,8,8,Pemilihan pelakon utama adalah sangat penting kerana tema dan cerita lebih tertumpu kepada watak dan perkembangan perwatakan pelakon utama. Penulis skrip dan pengarah perlu bijak mengembangkan watak dan perwatakan utama bagi menjayakan drama ini.,07/07/2022 10:42:14
96,,1307,,997,Ya,8,9,8,9,8,8,9,8,8,8,Premise cerita menarik berasaskan inner struggle to overcome his weakness. Tetapi kekuatan cerita ini sebahagiannya bergantung kepada pelakon yang watak berkenaan. Perlukan pelakon yang hebat.,07/07/2022 10:42:38
97,,15,,998,Ya,8,8,8,8,8,8,8,8,8,8,"Tema yang pelbagai. Contoh kasih sayang dan keakraban dalam sesebuah keluarga, keagamaan, persahabatan, kehidupan masyarakat yang berbilang kaum. Sekiranya pihak produksi berjaya memainkan dan mengembangkan tema dengan sangat baik. Drama ini akan jadi menarik dan boleh sukses.",07/07/2022 11:01:58
98,,15,,997,Ya,9,10,9,10,9,9,10,8,9,9,Premise cerita menarik dan ada nilai-nilai kemanusiaan yang subtle. Target audience jelas.,07/07/2022 11:05:44
